ID;language;definiendum;definition source;definition;
C1.0009;HR;krš;Roglić, 1973;"krš - skup pojava koje se odnose na protjecanje voda i oblike reljefa u karbonatnim stijenama. Vode poniru i protječu kroz podzemne šupljine; na površini nastaju međusobno izolirane udubine - egzokrš, a u podzemnlju složeni sustavi šupljina - endokrš. Krš obuhvaća ne samo površinske oblike već i podzemlje; pukotinsko protjecanje voda i podzemne šupljine su temeljne specifičnosti krša. Krš je vezan za otopive stijene. Glavno značenje ima krš na karbonatnim stijenama (vapnenac, dolomit, mramor, kreda) na koje otpada gotovo 30 mil. km2 ili oko petina površine kopna. Dominantno značenje ima vapnenac (CaCO3). Vode (H20) koje sadrže ugljični dioksid (CO2) otapaju vapnenac u nestabilni kalcijev hidrobikarbonat [H20 + CO2 + CaCO3 →← Ca(HCO3)2]. Razumljivo je da tim okršavanjem (v.) vapnenaca, koji sadrže i do 99,5% kalcijeva karbonata (CaCO3), ostaje neznatno trošina, prevladava “kameni kraj” – goli krš. Izmjena u sastavu vapnenaca modificira krški proces, te na laporastim vapnencima (v.) ostaje rahli pokrov; u 
modeliranju reljefa na tim stijenama kombiniraju se spiranje padina, površinsko otjecanje, otapanje i poniranje – imamo složeni fluviokrš. Do analognih izmjena dolazi na dolomitu, koji se drobi u pržinu ili fini pijesak. Reljef na dolomitima je raznolik s obzirom na razlike u sastavu i ekološke uvjete (v. dolomit – stijena). I krš u kredi (v.) redovito je prekriven tlom i obrastao kalcikolnom vegetacijom; plitke izolirane udubine su kombinirane s oblicima spiranja; ima osobine fluviokrša. Krške pojave u sadri vezane su za ispiranja i ulijeganja duž pukotina (geološke orgulje, v.), spilje mogu biti znatnih dimenzija. U soli su još intenzivnija ispiranja duž pukotina, i time su uvjetovana ulijeganja pokrova. Klastokrš je zvučan termin za neke krške pojave na klastičnim stijenama (konglomeratima, brečama, pješčenjacima, pra poru i dr.), što je uvjetovano otapanjem vapnenačkog cementa i sufozijskim transportom materijala. Prevladava stanovište da ove oblike treba smatrati pseudokršom. U pseudokrš uvrštavamo
kršolike pojave u tokovima lave (šupljine, uvjetovane plinovima), na eruptivnim stijenama i sl. Ovamo spada i kriokrš, tj. gibanje vode i oblici re ljefa uvjetovani slojem mrzlote ili permafrosta, te naizmjeničnim zamržnjavanjem i odmržnjavanjem. Permafrost zadržava procjeđivanje i uvjetuje sufozijski transport, a zamržnjavanjem i odmržnjavanjem dolazi do površinskog drobljenja stijena i gibanja blokova. Termin “termokrš” za te periglacijalne oblike nije prihvaćen, jer vodi u zabunu; navikli smo da pritom mislimo na više temperature. G. A. Maksimovič uvodi (1963) termin “hidrotermokarst” za krške pojave oko termalnih vrela. Sve navedene pseudokrš ke pojave se bitno razlikuju od procesa na karbonatnim sti jenama, gdje otapanje i pukotinsko protjecanje voda uvjetuju kameno, krško površje; ne pripadaju kršu. Duboki krš je razvijen u debeloj seriji karbonatnih stijena; za duboki k. su karakteristične jame. U dubokom kršu se izuzetno dopire do freatske zone. Plitki krš je razvijen u tanjoj seriji karbonatnih 
stijena, te mnoge krške udubine dopiru do freatske zone. Karakteriziraju ga spilje, nad kojima se urušavaju pokrovi. Zajaženi krš je razvijen u karbonatnim stijenama koje su utonule u nepropusne stijene; nije uvjerljivo definiran. Osamljeni krš je u karbonatnim stijenama koje su izolirane u nepropusnoj okolici. Pokriveni krš je pokriven alogenim nanosima, a krška topografija se djelomično odražava u trošnom pokrovu (provalije i sl.). Subkutani krš se razvija pod pokrovom tla. Dobro je izražen krški reljef; pokrov tla utječe, odnosno ubrzava korozijski proces (v. korozija) i koncentrira ga s obzirom na pukotine u podlozi i vlagu u tlu. Korozija se vrši plošno i oblici se ističu glatkoćom ploha (v. plošna korozija). Boginjavi krš je karakteriziran mnogobrojnim i relativno plitkim ponikvama, koje su nastale pod pokrovom nanosa i tla, a u reljefu ostaju kao naslijeđe i poslije spiranja trošnog pokrova. Ekshumirani krš je otkriven spiranjem ili umjetnim odstranjenjem sloja naplavina, tla ili transgresijskog 
pokrova; u posljednjem slučaju su otkriveni oblici paleokrša. Podzemni krš (A. Penck, 1924) je razvijen ispod stratigrafskog pokrova, kroz koji se procjeđuje agresivna voda (v.); nije bio na površini. “Fosilni krš” je prekriven nepropusnim pokrovom; ne odrazuje se u reljefu i cirkuliranju vode, te nema razloga da se taj “fosilizirani” k. izdvaja. Akumulirani krš se u podzemlju razvijao dalje, iako je proces na površini prekinut taložinama mlađe transgresije ili nanosom nepropusnog pokrova. Dubinski krš – krš u podzemlju krajeva koji nisu krški i konstatira se bušenjem ili rudarskim radovima. Umrtvljeni krš, nazivaju ga i “aridni krš”; prestao se razvijati zbog nastupa aridne klime; tome doprinose i otporne kore koje u tim klimama prekriju stijene.
u izgledu ponikvastog krša dominiraju ponikve. Postojala je tendencija da se tako okarakterizira krš umje renih širina, posebno dinarski. Ponikava ima i u vlažnim i toplim klimama: “cocpit country” (v.) na Jamajci. Za opći izgled Dinarskog krša izolirane glavice su vjerojatno značajnije od ponikava – krš glavica. “Stožasti krš” je okarakteriziran izoliranim glavicama, stošcima (na Javi: Gunung Sevu = tisuću bregova). Postoji ten dencija da se genetski veže za toplu i vlažnu klimu, tj. krajeve jače rubne korozije (v.). Krš kukova karakteriziraju i do 100 m visoki kukovi (“mogote” na Kubi). Karakterističan je za tople i vlažne klime. Uz rubnu koroziju, koja je izdvojila kukove, izgleda da njihovu očuvanju pridonose otporne konkrecijske kore koje ih prekrivaju. Pejzaž kukova je česta pojava na dolomitima. Šumoviti krš je pokriven šumskom vegetacijom, u kojoj je dobro zastupljen i pokrov korozijski aktivnog tla. Ogoljeni krš, u kojemu naslijeđeni oblici (glatke plohe, korozijske cijevi, prsteni, kotlaste kamenice,gljivasti blokovi, mosni oblici i sl.) ukazuju na nedavno postojanje pokrova tla, odnosno vegetacije. Krš s ogradama je pejzaž golog ili ogoljenog krša, na kojemu se ističu suhozidinama obzidane ograde s regeneriranom vegetacijom; to je karakterističan pejzaž primorskog pojasa Dinarskog krša. Kamenjara (f), na rodni izraz, populariziran od botaničara, za kamene površine bez vegetacije. termini: visokoplaninski krš, subarktički krš: nivalni krš i glacijalni krš nisu dovoljno specificirani i razlučeni. Odnose se na krajeve u kojima niske temperature pogoduju agresivnosti voda, tj. koroziji (v.). Dugo otapanje snijega i leda dalji je element koji treba uzeti u obzir. Zamržnjavanje vode širi pukotine i drobi stijene, te prevladava kameniti pejzaž; time se povećavaju izložene plohe, što pogoduje koroziji. Led vrši i mehaničko trošenje stijena, a posebno su važni oblici glacijalnog modeliranja, naslijeđeni iz pleistocenske oledbe.";
C1.0010;EN;karst conduit networks;Ford and Williams, 1989;“Karst conduit networks” are defined as the total length of the existing conduits within a karst massif, i.e. the length of conduits wider than about 1 cm in diameter.;
C1.0011;EN;karst topography;Monroe, 1970;karst topography :  Topography dominated by features of solutional origin.;
C1.0011;EN;karst  topography;ni v korpusu;Karst  topography is a landscape  shaped by the dissolution of soluble bedrock.;
C1.0011;EN;karst topography;ni v korpusu;In geology, the  term  karst topography is used to describe areas similar to that found in Kras. ;
C1.0012;EN;karstosphere;Andreychouk et al., 2009 po Maruashvili, 1970;The  term “karstosphere” was introduced by Maruashvili (1970), who defined it as a spatially discontinuous layer comprised of the global areas of karstifiable rocks.;
C1.0013;EN;zone of vertical circulation;Bonacci, 1942;The zone of vertical circulation is an area with large joints through which the water circulates quickly, predominantly in the ver - tical direction, down to the groundwater level.;
C1.0014;SL;vrtačasti kras;Stepišnik, 2019 po Gams et al., 1973;Tip kraškega površja, kjer je prevladujoča oblika vrtače, imenujemo vrtačasti kras in je prevladujoč tip kraškega površja v zmernotoplem pasu in tudi na Dinarskem krasu.;
C1.0014;SL;vrtačasti kras;Gams et al., 1973;vrtačasti kras: Kras, ki mu dajejo vrtace znacilen izgled. Tudi dinarski kras.;
C1.0014;HR;krški oblik;Vrbanac, 2013;"krški oblik : Geološki oblik formiran direktnim ili indirektnim otapanjem, uključujući špilje.
Izraz se često koristi kod opisa oblika koji nisu dovoljno veliki da bi se smatrali špiljama iako vjerojatno imaju
vezu s potpovršinskom drenažom ili kretanjem podzemne vode. Tipični oblici su jame, proširene
pukotine, izvori koji nisu vezani za kaverne itd.";
C1.0014;HR;krš s vrtačama;Vrbanac, 2013;krš s vrtačama : Tipično krško umjereno područje.;
C1.0015;EN;open karst ;White and Culver, 2012;Open karst is karst that commences only after exposure of the soluble rock, without any significant intrastratal karstification.;
C1.0016;EN;hydrothermal karst;White and Culver, 2012;Hydrothermal karst is a special case of hypogene karst.;
C1.0016;SL;hidrotermalni kras;Šušteršič in Knez, 1995;hidrotermalni kras - nastal zaradi delovanja hidrotermalnih voda. Pojavljajo se samo nekatere oblike prežete cone. ;
C1.0017;EN;sinkhole plain;Monroe, 1970;sinkhole plain :   Plain on which most of the local relief is due to closed depressions and nearly all drainage is subterranean.;
C1.0017;EN;doline karst;White and Culver, 2012;Regions where closed depressions are the dominant landform are not typically dissected by surface streams and are known as sinkhole plains or doline karst.;
C1.0017;EN;sinkhole plains;White and Culver, 2012;Regions where closed depressions are the dominant landform are not typically dissected by surface streams and are known as sinkhole plains or doline karst.;
C1.0017;HR;krška dolina;Vrbanac, 2013;krška dolina : Krš kojim dominiraju zatvorene depresije, poglavito doline.;
C1.0018;EN;exokarst;Ford and Williams, 2007;Exokarst refers to the suit of karst features developed at the surface.;
C1.0018;SL;površinski kras;Šušteršič in Knez, 1995;eksokras - Skupnost vseh kraških oblik, ki nastanejo na stiku med kraško kamnin o in ozračjem. Sinonim je površinski kras. ;
C1.0018;SL;eksokras;Šušteršič in Knez, 1995;eksokras - Skupnost vseh kraških oblik, ki nastanejo na stiku med kraško kamnin o in ozračjem. Sinonim je površinski kras. ;
C1.0018;HR;egzokrš;Vrbanac, 2013;egzokrš : Svi oblici nađeni na površini krškog terena, raspona veličine od sitnih škrapa do prostranih polja. Reljef oblikovan korozijom površinskog dijela karbonatnih stijena.;
C1.0019;EN;cryptokarst;Ford and Williams, 2007;Cryptokarst refers to karst forms developed beneath a blanket of permeable sediments such as soil, till, periglacial deposits and residual clays.;
C1.0020;EN;pseudokarst;Ford and Williams, 2007;Karst-like landforms produced by processes other than dissolution or corrosion-induced subsidence and collapse are known as pseudokarst.;
C1.0020;EN;pseudokarst;Gillieson, 1996;pseudokarst - terrain with landforms which resemble those of karst but which are not the producer of karst processes.;
C1.0020;EN;pseudokarst;Monroe, 1970;pseudokarst :  Karstlike terrain produced by a process other than the dissolving of rock, such as the rough surface above a lava field, where the ceilings of lava tubes have collapsed Features of pseudokarst include lava tunnels, lava tubes, lava stalactites, and lava stalagmites.;
C1.0020;SL;psevdokras;Gams et al., 1973;Psevdokras:. Lažni, nepravi kras. Kraški pojavi v nekarbonatnih kamninah (lavi, soli). Tudi netipičen kras.;
C1.0020;HR;pseudokrš;Vrbanac, 2013;"pseudokrš : Teren nalik krškom sa zatvorenim depresijama i ponornicama i špiljama ali koji
je nastao drugim procesima nego što je otapanje stijena (von Knebel, 1906). Obuhvaćeni su procesi i forme
kanaliziranja i termokrša (Otvos, 1976). Neki autori također uključuju teren kojeg karakteriziraju cijevi lave,
morske špilje i deflacijske udubine. Izraz se također odnosio na pokriveni krš i krš nastao otapanjem stijena
koje su relativno netopive, kao što je kvarcit i granit, ali se u općoj uporabi odnosi na varijetete pravog krša.";
C1.0021;EN;thermokarst;Ford and Williams, 2007;Thermokarst is a related term applied to topographic depressions resulting from thawing of ground ice.;
C1.0021;SL;termokras;Stepišnik, 2011 po Koržnjev, 1967;Nastanek tega površja, ki ga imenujemo termokras, ni vezan na kraške procese, ampak je rezultat neenakomernega taljenja permafrosta poleti in zmrzovanja pozimi.;
C1.0021;SL;termokras;Gams et al., 1973;termokras: Zvegano, kraškemu površju podobno ozemlje na stalno zmrznjenih tleh (permafrostu). Ima samo oblikovno podobost s krasom, ne pa tudi genetične, ker nastaja zaradi neenakomernega sezonskega odtajanja in zmrzovanja vode v vrhnjem sloju nad trajno zmrlo podlago (permafrostom, merzloto).;
C1.0022;EN;holokarst;Ford and Williams, 2007;Holokarst is pure karst uninfluenced by other rocks, and is developed on thick limestones extending well below baselevel.;
C1.0022;EN;holokarst;Monroe, 1970;"holokarst :  Cvijić's term for a karst area like that of the Dinaric Karst of Slovenia. Such areas have bare surfaces on thick deposits of limestone that extend below sea level, well-developed Karren, dolines, uvalas, poljes, deep ponors, and extensive cave systems; they have little or no surface drainage.";
C1.0022;SL;holokras;Stepišnik, 2011;Holokras je popolni kras, ki ima razvite vse tipične kraške oblike, vključno s kraškimi polji.;
C1.0022;SL;holokarst;Gams et al., 1973;Holokarst: Po Cvijiču popolni, globoki kras z vsemi kraškimi pojavi, vključno polji. Nasprotje od merokrasa. Tudi dinarski tip krasa.;
C1.0022;HR;pravi krš;Vrbanac, 2013 po Ford in Williams, 1989;"pravi krš : Teren s potpuno razvijenim oblicima krša, formiran u cijelosti na topivoj stijeni i koji
je bez površinskog drenažnog sustava.";
C1.0120;SL;čisti kras;Šušteršič in Knez, 1995;čisti kras (model) - Teoretska idealizacija popolnega krasa, kakršen bi nastal, če bi bila vsa kontinentalna zemeljska skorja izključno iz kraških kamnin. ;
C1.0023;EN;fengcong karst;Gunn, 2004;The smaller numbers of larger islands are clusters of steep limestone hills that are typical of fengcong karst — fragments of a spectacular karst that had not evolved through to the fenglin landforms.;
C1.0024;EN;paleocave system;Gunn, 2004 po Loucks, 1999;A paleocave system is defined as a cave system that is no longer related in time or space to the active karst system that formed it (Loucks, 1999).;
C1.0025;EN;paleocave hydrocarbon reservoir;Gunn, 2004;A paleocave hydrocarbon reservoir is a reservoir where the pore network consists of karst-related cavernous porosity and/or of cave-collapse-related interclast and fracture porosity.;
C1.0026;EN;phreatic zone;Gillieson, 1996;phreatic zone - zone where voids in the rock are completely filled with water.;
C1.0026;EN;phreatic zone;Gunn, 2004;The phreatic zone is the deep portion of an aquifer that does not experience exchange with stream water, in contrast to the hyporheic zone.;
C1.0026;EN;phreatic zone;Monroe, 1970;phreatic zone :  The region below the water table, in which rock is saturated with water.;
C1.0026;SL;nasičena cona;Stepišnik, 2011;Najnižja cona kraškega vodonosnika je nasičena ali freatična cona, ki jo literatura imenuje tudi prežeta cona.;
C1.0026;SL;freatična cona;Stepišnik, 2011;Najnižja cona kraškega vodonosnika je nasičena ali freatična cona, ki jo literatura imenuje tudi prežeta cona.;
C1.0026;SL;prežeta cona;Stepišnik, 2011;Najnižja cona kraškega vodonosnika je nasičena ali freatična cona, ki jo literatura imenuje tudi prežeta cona.;
C1.0026;SL;prežeta cona;Šušteršič in Knez, 1995;freatična cona - Sinonim prežeti coni. ;
C1.0026;SL;freatična cona;Šušteršič in Knez, 1995;freatična cona - Sinonim prežeti coni. ;
C1.0026;SL;prežeta cona;Šušteršič in Knez, 1995;prežeta cona - obsega zakraseli del speleogenetskega prostora pod njo. ;
C1.0026;SL;prežeta cona;Šušteršič in Knez, 1995;prežeta cona - Območje speleogenetskega prostora pod gladino podtalnice. Prevaja s soseščine doteklo freatično vodo in zbira krajevne dotoke padavinske vode skozi neprežeto cono. ;
C1.0026;SL;freatična cona;Gams et al., 1973;freatična cona: Najnižja hidrografska cona, v kateri voda trajno zapolnjuje votline, prevladuje pa tlačno pretakanje. ;
C1.0026;HR;freatska zona;Roglić, 1973;freatska zona – podzemni pojas u kome su pukotine stalno ili povremeno ispunjene vodom.;
C1.0027;EN;palaeokarst;Gillieson, 1996;palaeokarst 'fossil' karst' - cave or karst features remnant from a previous period of karstification, characterized by the presence of ancient (buried) deposits, as lithified cave fills or breccias.;
C1.0027;EN;fossil karst;Gillieson, 1996;palaeokarst 'fossil' karst' - cave or karst features remnant from a previous period of karstification, characterized by the presence of ancient (buried) deposits, as lithified cave fills or breccias.;
C1.0027;EN;paleokarst;Gunn, 2004;Paleokarst is a worldwide phenomenon that is found on all continents, including Antarctica, and in the geological record from the early Proterozoic to the Holocene.;
C1.0027;EN;paleokarst;Monroe, 1970;"paleokarst :  A karstified rock or area that has been buried by later sediments; in some places, ancient caves have been completely filled by the later sediments, ";
C1.0027;EN;paleokarst;Veni et al., 2001;Paleokarst is karst terrain that has been buried beneath younger sediments.;
C1.0027;SL;fosilni kras;Gams, 2004;Kras, ki ni nastal v današnjih razmerah, navadno imenujemo fosilni kras ali tudi paleokras.;
C1.0027;SL;paleokras;Gams, 2004;Kras, ki ni nastal v današnjih razmerah, navadno imenujemo fosilni kras ali tudi paleokras.;
C1.0027;SL;fosilni kras;Gams et al., 1973;fosilni kras: Ohranjeni ostanki krasa, ki je nastal z zanj tipičnimi oblikami v drugačnih klimatskih in drugih pogojih v geološki preteklosti in je zastal v razvoju. Kraške oblike, ki niso v skladu z recentnim zakrasevanjem. V slovenski kraški literaturi tudi tiste kraške oblike, katerih razvoj je v recentni dobi povsem zastal (prim. fosilna jama, fosilno brezno, mrtva jama).;
C1.0027;HR;paleokrš;Vrbanac, 2013;paleokrš : Krš formiran u ranijem ciklusu erozije, a očuvan je prekrivanjem ili prekidom procesa okršavanja. Špilje i udubine su obično ispunjene sedimentima. Stijena ili područje koje je bilo karstificirano i kasnije prekriveno sedimentima.;
C1.0028;EN;paleokarst aquifers;Gunn, 2004;Paleokarst aquifers are important sources of water and can present a significant flooding hazard to underground mining operations.;
C1.0029;EN;shilin;Šebela and Liu, 2014 po Knez and Slabe, 2002;Shilin is a type of pinnacle karst formed on a plateau of gently dipping limestone (Knez & Slabe 2002).;
C1.0030;EN;hyporheic zone;Fong et al., 2013;The hyporheic zone is a zone (usually associated with a coupled river - alluvial aquifer system) that has a variable thickness and lateral extent, through which surface water and groundwater exchange and mix.;
C1.0030;EN;hyporheic zone;Fong et al., 2013;The hyporheic zone is a zone of fluid flux, biogeochemical reactions, including processing of organic matter, and the flux of animals.;
C1.0031;EN;lowland;Knez and Slabe, 2016;Lowland is a lower karstified section with gently sloping hills.;
C1.0032;EN;epikarst aquifer;Pipan and Culver, 2013 po Bakalowicz, 2012;The word epikarst came into widespread use in the 1990s following the definition by Mangin (1973) of an epikarst aquifer as a perched saturated zone within the superficial part of the karst that stores a part of the infiltrated water.;
C1.0033;EN;epiphreatic zone;Gilli, 2015;The epiphreatic zone is the range of depths between the highest and lowest levels that the water table fluctuates between.;
C1.0033;EN;epiphreatic zone;Monroe, 1970;epiphreas, epiphreatic zone :  The zone in a cave system, immediately above the phreatic zone, affected morphologically and hydrologically by floods too large for the cave to absort at once.;
C1.0033;EN;epiphreas;Monroe, 1970;epiphreas, epiphreatic zone :  The zone in a cave system, immediately above the phreatic zone, affected morphologically and hydrologically by floods too large for the cave to absort at once.;
C1.0033;SL;epifreatično območje;Vrviščar, 2016;Meja med nezasičenim in zasičenim območjem se imenuje epifreatično območje.;
C1.0033;SL;epifreatična cona;Urankar, 2007 po Gams, 2003;Vodna gladina precej niha, zato pas med najvišjo in najnižjo piezometrično vodno gladino imenujemo epifreatična cona.;
C1.0033;SL;občasno zalita cona;Stepišnik, 2011;Prehodno cono med vadozno in freatično cono imenujemo občasno zalita, epifreatična ali poplavna cona.;
C1.0033;SL;epifreatična cona;Stepišnik, 2011;Prehodno cono med vadozno in freatično cono imenujemo občasno zalita, epifreatična ali poplavna cona.;
C1.0033;SL;poplavna cona;Stepišnik, 2011;Prehodno cono med vadozno in freatično cono imenujemo občasno zalita, epifreatična ali poplavna cona.;
C1.0033;SL;epifreatična cona;Gams, 2004;Pas med najvišjo in najnižjo piezometrično vodno gladino imenujemo epifreatična cona.;
